gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj							
TIGR02395	72.24498514	-0.354717107	0.198657942	-1.785567208	0.07416936	0.19216607	Transcription	Transcription factors	rpoN_sigma	RNA polymerase sigma-54 factor	rpoN	NA	"A sigma factor is a DNA-binding protein protein that binds to the DNA-directed RNA polymerase core to produce the holoenzyme capable of initiating transcription at specific sites. Different sigma factors act in vegetative growth, heat shock, extracytoplasmic functions (ECF), etc. This model represents the clade of sigma factors called sigma-54, or RpoN (unrelated to sigma 70-type factors such as RpoD/SigA). RpoN is responsible for enhancer-dependent transcription, and its presence characteristically is associated with varied panels of activators, most of which are enhancer-binding proteins (but see Brahmachary, et al., PMID:15231786). RpoN may be responsible for transcription of nitrogen fixation genes, flagellins, pilins, etc., and synonyms for the gene symbol rpoN, such as ntrA, reflect these observations"
TIGR01062	95.49131544	0.216315293	0.12131836	1.783038387	0.074580055	0.192791978	DNA metabolism	"DNA replication, recombination, and repair"	parC_Gneg	"DNA topoisomerase IV, A subunit, proteobacterial"	parC	5.99.1.-	"Operationally, topoisomerase IV is a type II topoisomerase required for the decatenation of chromosome segregation. Not every bacterium has both a topo II and a topo IV. The topo IV families of the Gram-positive bacteria and the Gram-negative bacteria appear not to represent a single clade among the type II topoisomerases, and are represented by separate models for this reason."
TIGR01891	21.87097688	0.624047571	0.350211968	1.781913892	0.074763275	0.192828356	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	amidohydrolases	amidohydrolase	NA	NA	This model represents a subfamily of amidohydrolases which are a subset of those sequences detected by PF01546.
TIGR02969	25.49978491	-0.666428367	0.377448915	-1.765612091	0.07746095	0.199335177	NA	NA	mam_aldehyde_ox	aldehyde oxidase	NA	1.2.3.1	"Members of this family are mammalian aldehyde oxidase (EC 1.2.3.1) isozymes, closely related to xanthine dehydrogenase/oxidase."
TIGR00457	34.10562905	-0.509692144	0.28925397	-1.76209213	0.078053733	0.200408233	Protein synthesis	tRNA aminoacylation	asnS	asparaginyl-tRNA synthetase	asnS	6.1.1.22	"In a multiple sequence alignment of representative asparaginyl-tRNA synthetases (asnS), archaeal/eukaryotic type aspartyl-tRNA synthetases (aspS_arch), and bacterial type aspartyl-tRNA synthetases (aspS_bact), there is a striking similarity between asnS and aspS_arch in gap pattern and in sequence, and a striking divergence of aspS_bact. Consequently, a separate model was built for each of the three groups. This HMM, asnS, represents asparaginyl-tRNA synthetases from the three domains of life. Some species lack this enzyme and charge tRNA(asn) by misacylation with Asp, followed by transamidation of Asp to Asn."
TIGR02877	21.60463785	0.727993194	0.417102093	1.745359726	0.080922272	0.207306493	Cellular processes	Sporulation and germination	spore_yhbH	sporulation protein YhbH	yhbH	NA	"This protein family, typified by YhbH in Bacillus subtilis, is found in nearly every endospore-forming bacterium and in no other genome (but note that the trusted cutoff score is set high to exclude a single high-scoring sequence from Nitrosococcus oceani ATCC 19707, which is classified in the Gammaproteobacteria). The gene in Bacillus subtilis was shown to be in the regulon of the sporulation sigma factor, sigma-E, and its mutation was shown to create a sporulation defect."
TIGR00873	71.10572291	0.616278699	0.353588386	1.742926869	0.08134639	0.207460592	Energy metabolism	Pentose phosphate pathway	gnd	6-phosphogluconate dehydrogenase (decarboxylating)	gnd	"This model does not specify whether the cofactor is NADP only (EC 1.1.1.44), NAD only, or both. The model does not assign an EC number for that reason."	"This model does not specify whether the cofactor is NADP only (EC 1.1.1.44), NAD only, or both. The model does not assign an EC number for that reason."
TIGR02966	82.39118364	-0.394811325	0.22647634	-1.743278462	0.081284986	0.207460592	Signal transduction	Two-component systems	phoR_proteo	phosphate regulon sensor kinase PhoR	phoR	2.7.3.-	Members of this protein family are the regulatory histidine kinase PhoR associated with the phosphate ABC transporter in most Proteobacteria. Related proteins from Gram-positive organisms are not included in this model. The phoR gene usually is adjacent to the response regulator phoB gene (TIGR02154).
TIGR01347	124.8125224	0.468237412	0.269053808	1.740311411	0.081804351	0.208162859	Energy metabolism	TCA cycle	sucB	2-oxoglutarate dehydrogenase complex dihydrolipoamide succinyltransferase (E2 component)	sucB	2.3.1.61	"This HMM describes the TCA cycle 2-oxoglutarate system E2 component, dihydrolipoamide succinyltransferase. It is closely related to the pyruvate dehydrogenase E2 component, dihydrolipoamide acetyltransferase. The seed for this model includes mitochondrial and Gram-negative bacterial forms. Mycobacterial candidates are highly derived, differ in having and extra copy of the lipoyl-binding domain at the N-terminus. They score below the trusted cutoff, but above the noise cutoff and above all examples of dihydrolipoamide acetyltransferase."
TIGR02000	105.4016878	0.426449649	0.245872231	1.734435999	0.082840752	0.210330641	Central intermediary metabolism	Nitrogen fixation	NifU_proper	Fe-S cluster assembly protein NifU	nifU	NA	"Three different but partially homologous Fe-S cluster assembly systems have been described: Isc, Suf, and Nif. The latter is associated with donation of an Fe-S cluster to nitrogenase in a number of nitrogen-fixing species. NifU, described here, consists of an N-terminal domain (PF01592) and a C-terminal domain (PF01106). Homologs with an equivalent domain archictecture from Helicobacter and Campylobacter, however, are excluded from this model by a high trusted cutoff. The model, therefore, is specific for NifU involved in nitrogenase maturation. The related model TIGR01999 homologous to the N-terminus of this model describes IscU from the Isc system as in E. coli, Saccharomyces cerevisiae, and Homo sapiens."
TIGR00120	10.18387311	0.554370268	0.319949514	1.732680453	0.083152481	0.210652951	Amino acid biosynthesis	Glutamate family	ArgJ	glutamate N-acetyltransferase/amino-acid acetyltransferase	argJ	2.3.1.35 2.3.1.1	"This enzyme can acetylate Glu to N-acetyl-Glu by deacetylating N-2-acetyl-ornithine into ornithine; the two halves of this reaction represent the first and fifth steps in the synthesis of Arg (or citrulline) from Glu by way of ornithine (EC 2.3.1.35). In Bacillus stearothermophilus, but not in Thermus thermophilus HB27, the enzyme is bifunctional and can also use acetyl-CoA to acetylate Glu (EC 2.3.1.1)."
TIGR00759	186.0639982	0.562992979	0.325433884	1.729976526	0.083634469	0.211404202	NA	NA	aceE	"pyruvate dehydrogenase E1 component, homodimeric type"	aceE	1.2.4.1	"Most members of this family are pyruvate dehydrogenase complex, E1 component. Note: this family was classified as subfamily rather than equivalog because it includes a counterexample from Pseudomonas putida, MdeB, that is active as an E1 component of an alpha-ketoglutarate dehydrogenase complex rather than a pyruvate dehydrogase complex. The second pyruvate dehydrogenase complex E1 protein from Alcaligenes eutrophus, PdhE, complements an aceE mutant of E. coli but is not part of a pyruvate dehydrogenase complex operon, is more similar to the Pseudomonas putida MdeB than to E. coli AceE, and may have also have a different primary specificity."
TIGR00705	15.17200952	-0.692661011	0.400913842	-1.727705403	0.084041054	0.211961951	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	SppA_67K	"signal peptide peptidase SppA, 67K type"	sppA	3.4.-.-	"This HMM represents the signal peptide peptidase A (SppA, protease IV) as found in E. coli, Treponema pallidum, Mycobacterium leprae, and several other species, in which it has a molecular mass around 67 kDa and a duplication such that the N-terminal half shares extensive homology with the C-terminal half. This enzyme was shown in E. coli to form homotetramers. E. coli SohB, which is most closely homologous to the C-terminal duplication of SppA, is predicted to perform a similar function of small peptide degradation, but in the periplasm. Many prokaryotes have a single SppA/SohB homolog that may perform the function of either or both."
TIGR00810	28.93531793	0.542518166	0.314275658	1.726249401	0.084302554	0.212152123	Protein fate	Protein and peptide secretion and trafficking	secG	"protein translocase, SecG subunit"	secG	NA	This family of proteins forms a complex with SecY and SecE. SecA then recruits the SecYEG complex to form an active protein translocation channel.
TIGR03186	150.3850606	0.542479458	0.314492774	1.724934572	0.084539264	0.21227921	NA	NA	AKGDH_not_PDH	alpha-ketoglutarate dehydrogenase	mdeB	NA	"Several bacterial species have a paralog to homodimeric form of the pyruvate dehydrogenase E1 component (see model TIGR00759), often encoded next to L-methionine gamma-lyase gene (mdeA). The member from a strain of Pseudomonas putida was shown to act on alpha-ketobutyrate, which is produced by MdeA.This model serves as an exception model to TIGR00759, as other proteins hitting TIGR00759 should be identified as the pyruvate dehydrogenase E1 component."
TIGR01123	33.20945796	0.64933281	0.377553694	1.719842289	0.085461113	0.213118686	Amino acid biosynthesis	Pyruvate family	ilvE_II	"branched-chain amino acid aminotransferase, group II"	ilvE	2.6.1.42	Among the class IV aminotransferases are two phylogenetically separable groups of branched-chain amino acid aminotransferase (IlvE). The last common ancestor of the two lineages appears also to have given rise to a family of D-amino acid aminotransferases (DAAT). This model represents the IlvE family less similar to the DAAT family.
TIGR00007	14.56762108	0.504271616	0.292915766	1.721558464	0.085149533	0.213118686	Amino acid biosynthesis	Histidine family	TIGR00007	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	hisA	5.3.1.16	"This protein family consists of HisA, phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase, the enzyme catalyzing the fourth step in histidine biosynthesis. It is closely related to the enzyme HisF for the sixth step. Examples of this enzyme in Actinobacteria have been found to be bifunctional, also possessing phosphoribosylanthranilate isomerase activity [1]; the trusted cutoff here has now been raised to 275.0 to exclude the bifunctional group, now represented by model TIGR01919. HisA from Lactococcus lactis was reported to be inactive (MEDLINE:93322317)."
TIGR00635	27.68189266	-0.307206115	0.178671619	-1.719389554	0.085543463	0.213118686	DNA metabolism	"DNA replication, recombination, and repair"	ruvB	"Holliday junction DNA helicase, RuvB subunit"	ruvB	3.6.4.12	"All proteins in this family for which functions are known are 5-3 DNA helicases that, as part of a complex with RuvA homologs serve as a 5-3 Holliday junction helicase. RuvA specifically binds Holliday junctions as a sandwich of two tetramers and maintains the configuration of the junction. It forms a complex with two hexameric rings of RuvB, the subunit that contains helicase activity. The complex drives ATP-dependent branch migration of the Holliday junction recombination intermediate. The endonuclease RuvC resolves junctions."
TIGR02947	106.7085858	-0.500704558	0.291283158	-1.718961586	0.085621367	0.213118686	NA	NA	SigH_actino	"RNA polymerase sigma-70 factor, TIGR02947 family"	NA	NA	This group of sigma factors are members of the sigma-70 family (TIGR02937).
TIGR04246	86.67068133	-2.082876626	1.220728859	-1.706256563	0.087960322	0.218463544	NA	NA	nitrous_NosZ_Gp	"nitrous-oxide reductase, Sec-dependent"	nosZ	1.7.2.4	"This model represents the nitrous-oxide reductase protein NosZ as characterized in Geobacillus thermodenitrificans. In contrast to the related form in Pseudomonas stutzeri, this version lacks a recognizable twin-arginine translocation (TAT) signal at the N-terminus. Consequently, its accessory protein may differ. Some members of this family have an additional cytochrome c-like domain at the C-terminus."
TIGR00184	63.97929856	0.320176542	0.188184163	1.701400036	0.088867895	0.219284415	"Purines, pyrimidines, nucleosides, and nucleotides"	Purine ribonucleotide biosynthesis	purA	adenylosuccinate synthase	purA	6.3.4.4	Alternate name IMP--aspartate ligase.
TIGR01074	43.95357295	0.304975562	0.179181915	1.702044322	0.08874706	0.219284415	DNA metabolism	"DNA replication, recombination, and repair"	rep	ATP-dependent DNA helicase Rep	rep	3.6.4.12	Designed to identify rep members of the uvrD/rep subfamily.
TIGR00763	904.5474633	-0.374275969	0.219886881	-1.702129599	0.088731076	0.219284415	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	lon	endopeptidase La	lon	3.4.21.53	"This protein, the ATP-dependent serine endopeptidase La, is induced by heat shock and other stresses in E. coli, B. subtilis, and other species. The yeast member, designated PIM1, is located in the mitochondrial matrix, required for mitochondrial function, and also induced by heat shock."
TIGR00116	136.6914731	0.302143915	0.178047573	1.696984178	0.089699652	0.220858754	Protein synthesis	Translation factors	tsf	translation elongation factor Ts	tsf	NA	"Translational elongation factor Ts (EF-Ts) catalyzes the exchange of GTP for the GDP of the EF-Tu.GDP complex as part of the cycle of translation elongation. This protein is found in Bacteria, mitochondria, and chloroplasts."
TIGR00971	21.95966931	0.720241476	0.424687109	1.695934396	0.089898305	0.220870835	Transport and binding proteins	Anions	3a0106s03	sulfate/thiosulfate-binding protein	NA	NA	"This HMM describes binding proteins functionally associated with the sulfate ABC transporter. In the model bacterium E. coli, two different members work with the same transporter; mutation analysis says each enables the uptake of both sulfate and thiosulfate. In many species, a single binding protein is found, and may be referred to in general terms as a sulfate ABC transporter sulfate-binding protein."
TIGR01364	46.37618689	0.586288687	0.346391413	1.692561261	0.09053901	0.221490282	Amino acid biosynthesis	Serine family	serC_1	phosphoserine aminotransferase	serC	2.6.1.52	This HMM represents the common form of the phosphoserine aminotransferase SerC. The phosphoserine aminotransferase of the archaeon Methanosarcina barkeri and putative phosphoserine aminotransferase of Mycobacterium tuberculosis are represented by separate models. All are members of the class V aminotransferases (PF00266).
TIGR00838	42.86484462	0.444708664	0.262659328	1.693100592	0.090436322	0.221490282	Amino acid biosynthesis	Glutamate family	argH	argininosuccinate lyase	argH	4.3.2.1	"This model describes argininosuccinate lyase, but may include examples of avian delta crystallins, in which argininosuccinate lyase activity may or may not be present and the biological role is to provide the optically clear cellular protein of the eye lens."
TIGR01424	28.48868498	0.595599468	0.352413089	1.690060576	0.091016366	0.222181279	Energy metabolism	Electron transport	gluta_reduc_2	"glutathione-disulfide reductase, plant"	gor	1.8.1.7	"The tripeptide glutathione is an important reductant, e.g., for maintaining the cellular thiol/disulfide status and for protecting against reactive oxygen species such as hydrogen peroxide. Glutathione-disulfide reductase regenerates reduced glutathione from oxidized glutathione (glutathione disulfide) + NADPH. This HMM represents one of two closely related subfamilies of glutathione-disulfide reductase. Both are closely related to trypanothione reductase, and separate models are built so each of the three can describe proteins with conserved function. This model describes glutathione-disulfide reductases of plants and some bacteria, including cyanobacteria."
TIGR01146	141.7330643	0.300508791	0.178087757	1.687419705	0.091522677	0.222464504	Energy metabolism	ATP-proton motive force interconversion	ATPsyn_F1gamma	"ATP synthase, F1 gamma subunit"	atpG	3.6.3.14	This model describes the ATP synthase
TIGR02211	224.2635293	-0.423265568	0.250734786	-1.6881007	0.0913919	0.222464504	Protein fate	Protein and peptide secretion and trafficking	LolD_lipo_ex	"lipoprotein releasing system, ATP-binding protein"	lolD	3.6.3.-	"This model represents LolD, a member of the ABC transporter family (PF00005). LolD is involved in localization of lipoproteins in some bacteria. It works with a transmembrane protein LolC, which in some species is a paralogous pair LolC and LolE. Depending on whether the residue immediately following the new, modified N-terminal Cys residue, the nascent lipoprotein may be carried further by LolA and LolB to the outer membrane, or remain at the inner membrane. The top scoring proteins excluded by this model include homologs from the archaeal genus Methanosarcina."
TIGR01934	13.76083155	0.423573694	0.251317056	1.685415628	0.091908411	0.222926783	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Menaquinone and ubiquinone	MenG_MenH_UbiE	ubiquinone/menaquinone biosynthesis methyltransferases	NA	"Members of this clade include a wide distribution of bacteria and eukaryotes, but no archaea."	"This model represents a family of methyltransferases involved in the biosynthesis of menaquinone and ubiqinone. Members of this clade include a wide distribution of bacteria and eukaryotes, but no archaea. Note that a number of non-orthologous genes which are members of PF03737 have been erroneously annotated as MenG methyltransferases."
TIGR00564	28.48965103	0.373430809	0.222235824	1.680335792	0.092892001	0.224834142	Amino acid biosynthesis	Aromatic amino acid family	trpE_most	"anthranilate synthase component I, non-proteobacterial lineages"	trpE	4.1.3.27	"This enzyme resembles some other chorismate-binding enzymes, including para-aminobenzoate synthase (pabB) and isochorismate synthase. There is a fairly deep split between two sets, seen in the  pattern of gaps as well as in amino acid sequence differences. paralog which may have PabB activity (TIGR01824). from gram-positive bacteria, certain proteobacteria, cyanobacteria, plants, fungi and assorted other bacteria. A second family of TrpE enzymes is modelled by TIGR00565."
TIGR00434	17.43390042	-0.519362167	0.309540926	-1.677846523	0.093377064	0.225529351	Central intermediary metabolism	Sulfur metabolism	cysH	phosophoadenylyl-sulfate reductase (thioredoxin)	cysH	1.8.4.8	"This enzyme, involved in the assimilation of inorganic sulfate, is designated cysH in Bacteria and MET16 in Saccharomyces cerevisiae. Synonyms include phosphoadenosine phosphosulfate reductase, PAPS reductase, and PAPS reductase, thioredoxin-dependent. In a reaction requiring reduced thioredoxin and NADPH, it converts 3(prime)-phosphoadenylylsulfate (PAPS) to sulfite and adenosine 3(prime),5(prime) diphosphate (PAP). A related family of plant enzymes, scoring below the trusted cutoff, differs in having a thioredoxin-like C-terminal domain, not requiring thioredoxin, and in having a preference for 5(prime)-adenylylsulfate (APS) over PAPS."
TIGR02456	69.38977252	0.629072626	0.375673411	1.674519963	0.094028454	0.226493977	Energy metabolism	Biosynthesis and degradation of polysaccharides	treS_nterm	trehalose synthase	treS	5.4.99.16	"Trehalose synthase interconverts maltose and alpha, alpha-trehalose by transglucosylation. This is one of at least three mechanisms for biosynthesis of trehalose, an important and widespread compatible solute. However, it is not driven by phosphate activation of sugars and its physiological role may tend toward trehalose degradation. This view is accentuated by numerous examples of fusion to a probable maltokinase domain. The sequence region described by this model is found both as the whole of a trehalose synthase and as the N-terminal region of a larger fusion protein that includes trehalose synthase activity. Several of these fused trehalose synthases have a domain homologous to proteins with maltokinase activity from Actinoplanes missouriensis and Streptomyces coelicolor (PMID:15378530)."
TIGR03592	37.97434839	0.417583808	0.249485455	1.673780168	0.094173811	0.226493977	Protein fate	Protein and peptide secretion and trafficking	yidC_oxa1_cterm	"membrane protein insertase, YidC/Oxa1 family, C-terminal domain"	yidC	NA	"This model describes full-length from some species, and the C-terminal region only from other species, of the YidC/Oxa1 family of proteins. This domain appears to be univeral among bacteria (although absent from Archaea). The well-characterized YidC protein from Escherichia coli and its close homologs contain a large N-terminal periplasmic domain in addition to the region modeled here."
TIGR01120	13.13070451	-0.672348586	0.402483218	-1.670500922	0.094820297	0.227568713	Energy metabolism	Pentose phosphate pathway	rpiB	ribose 5-phosphate isomerase B	rpiB	5.3.1.6	Involved in the non-oxidative branch of the pentose phospate pathway.
TIGR00222	34.04430665	-0.452992889	0.273436736	-1.656664339	0.097587357	0.233249994	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pantothenate and coenzyme A	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase	panB	2.1.2.11	"Members of this family are 3-methyl-2-oxobutanoate hydroxymethyltransferase, the first enzyme of the pantothenate biosynthesis pathway. An alternate name is ketopantoate hydroxymethyltransferase."
TIGR03222	40.49980965	-0.752647106	0.454327464	-1.656618112	0.097596708	0.233249994	NA	NA	benzo_boxC	benzoyl-CoA-dihydrodiol lyase	boxC	4.1.2.44	"In the presence of O2, the benzoyl-CoA oxygenase/reductase BoxBA BoxAB converts benzoyl-CoA to 2,3-dihydro-2,3-dihydroxybenzoyl-CoA. Members of this family, BoxC, homologous to"
TIGR01130	69.01099654	-0.4887468	0.296204786	-1.650030057	0.098936789	0.235958031	NA	NA	ER_PDI_fam	"protein disulfide isomerase, eukaryotic"	NA	NA	"This HMM represents eukaryotic protein disulfide isomerases retained in the endoplasmic reticulum (ER) and closely related forms. Some members have been assigned alternative or additional functions such as prolyl 4-hydroxylase and dolichyl-diphosphooligosaccharide-protein glycotransferase. Members of this family have at least two protein-disulfide domains, each similar to thioredoxin but with the redox-active disulfide in the motif PWCGHCK, and an ER retention signal at the extreme C-terminus (KDEL, HDEL, and similar motifs)."
TIGR01822	38.60423998	-0.508756115	0.308821577	-1.647411167	0.099473562	0.236742923	Energy metabolism	Amino acids and amines	2am3keto_CoA	glycine C-acetyltransferase	kbl	2.3.1.29	"This HMM represents a narrowly defined clade of animal and bacterial (almost exclusively Proteobacterial) 2-amino-3-ketobutyrate--CoA ligase, now called glycine C-acetyltransferase. This enzyme can act in threonine catabolism. The closest homolog from Bacillus subtilis, and sequences like it, may be functionally equivalent but were not included in the model because of difficulty in finding reports of function."
TIGR00239	195.0665969	0.50533313	0.308139915	1.639947	0.101016187	0.239799148	Energy metabolism	TCA cycle	2oxo_dh_E1	"2-oxoglutarate dehydrogenase, E1 component"	sucA	1.2.4.2	"The 2-oxoglutarate dehydrogenase complex consists of this thiamine pyrophosphate-binding subunit (E1), dihydrolipoamide succinyltransferase (E2), and lipoamide dehydrogenase (E3). The E1 ortholog from Corynebacterium glutamicum is unusual in having an N-terminal extension that resembles the dihydrolipoamide succinyltransferase (E2) component of 2-oxoglutarate dehydrogenase."
TIGR03447	22.73827846	0.358520234	0.218720947	1.639167347	0.101178412	0.239799148	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Glutathione and analogs	mycothiol_MshC	cysteine--1-D-myo-inosityl 2-amino-2-deoxy-alpha-D-glucopyranoside ligase	mshC	6.3.1.13	"Members of this protein family are MshC, l-cysteine:1-D-myo-inosityl 2-amino-2-deoxy-alpha-D-glucopyranoside ligase, an enzyme that uses ATP to ligate a Cys residue to a mycothiol precursor molecule, in the second to last step in mycothiol biosynthesis. This enzyme shows considerable homology to Cys--tRNA ligases, and many instances are misannotated as such. Mycothiol is found in Mycobacterium tuberculosis, Corynebacterium glutamicum, Streptomyces coelicolor, and various other members of the Actinobacteria. Mycothiol is an analog to glutathione."
TIGR01186	188.2337422	0.348792922	0.213565273	1.633191191	0.102428792	0.241723298	Transport and binding proteins	"Amino acids, peptides and amines"	proV	glycine betaine/L-proline transport ATP binding subunit	proV	NA	"This model describes the glycine betaine/L-proline ATP binding subunit in bacteria and its equivalents in archaea. This transport system belong to the larger ATP-Binding Cassette (ABC) transporter superfamily. The characteristic feature of these transporter is the obligatory coupling of ATP hydrolysis to substrate translocation. The minimal configuration of bacterial ABC transport system: an ATPase or ATP binding subunit; An integral membrane protein; a hydrophilic polypetpide, which likely functions as substrate binding protein. Functionally, this transport system is involved in osmoregulation. Under conditions of stress, the organism recruits these transport system to accumulate glycine betaine and other solutes which offer osmo-protection. It has been demonstrated that glycine betaine uptake is accompanied by symport with sodium ions. The locus has been named variously as proU or opuA. A gene library from L.lactis functionally complements an E.coli proU mutant. The comlementing locus is similar to a opuA locus in B.sutlis. This clarifies the differences in nomenclature."
TIGR01821	36.02489344	-0.355828442	0.21794476	-1.632654265	0.102541731	0.241723298	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	5aminolev_synth	5-aminolevulinic acid synthase	hemA	2.3.1.37	"This HMM represents 5-aminolevulinic acid synthase, an enzyme for one of two routes to the heme precursor 5-aminolevulinate. The protein is a pyridoxal phosphate-dependent enzyme related to 2-amino-3-ketobutyrate CoA tranferase and 8-amino-7-oxononanoate synthase. This enzyme appears restricted to the alpha Proteobacteria and mitochondrial derivatives."
TIGR01175	15.56061828	-0.888872033	0.544567849	-1.632252132	0.102626383	0.241723298	NA	NA	pilM	type IV pilus assembly protein PilM	NA	NA	"This protein is required for the assembly of the type IV fimbria in Pseudomonas aeruginosa responsible for twitching motility, and for a similar pilus-like structure in Synechocystis. It is also found in species such as Deinococcus described as having natural transformation (for which a type IV pilus-like structure is proposed) but not fimbria."
TIGR01820	24.48189189	0.37165273	0.228156858	1.628935164	0.103326745	0.242371378	Amino acid biosynthesis	Aromatic amino acid family	TrpE-arch	"anthranilate synthase component I, archaeal clade"	trpE	4.1.3.27	This model represents an archaeal clade of anthranilate synthase component I enzymes. The Sulfolobus enzyme has been reported to be part of a gene cluster for Trp biosynthesis [1]
TIGR02482	29.67443908	-0.493639423	0.303033943	-1.628990528	0.103315024	0.242371378	Energy metabolism	Glycolysis/gluconeogenesis	PFKA_ATP	6-phosphofructokinase	pfkA	"6-phosphofructokinase (EC 2.7.1.11) catalyzes the addition of phosphate from ATP to fructose 6-phosphate to give fructose 1,6-bisphosphate."	"6-phosphofructokinase (EC 2.7.1.11) catalyzes the addition of phosphate from ATP to fructose 6-phosphate to give fructose 1,6-bisphosphate."
TIGR03458	11.6047207	1.117663628	0.687417714	1.625887149	0.103973664	0.242707818	NA	NA	YgfH_subfam	succinate CoA transferase	NA	2.8.3.-	This family of CoA transferases includes enzymes catalyzing at least two related but distinct activities. The propionate:succinate transferase activity has been reported in the propionic acid fermentation of propionibacterium species [3] where it is distinct from the coupled activities of distinct nucleotide-triphosphate dependent succinate and propionate/acetate CoA transferases (as inferred from activity in the absence of NTPs). A closely related clade not included in this family are the Ach1p proteins of fungi which are acetyl-CoA hydrolases [4].
TIGR00690	51.91298374	0.594094182	0.365441883	1.625687175	0.10401622	0.242707818	Transcription	DNA-dependent RNA polymerase	rpoZ	"DNA-directed RNA polymerase, omega subunit"	rpoZ	2.7.7.6	"This small component of highly purified E. coli RNA polymerase is not required for transcription, but acts in assembly and is present in stochiometric amounts. The trusted cutoff excludes archaeal homologs but captures some organellar sequences."
TIGR00244	23.74599897	0.411548462	0.253221327	1.625251976	0.10410888	0.242707818	Regulatory functions	DNA interactions	TIGR00244	transcriptional regulator NrdR	nrdR	NA	"Members of this almost entirely bacterial family contain an ATP cone domain (PFAM:PF03477). There is never more than one member per genome. Common gene symbols given include nrdR, ybaD, ribX and ytcG. The member from Streptomyces coelicolor is found upstream in the operon of the class II oxygen-independent ribonucleotide reductase gene nrdJ and was shown to repress nrdJ expression. Many members of this family are found near genes for riboflavin biosynthesis in Gram-negative bacteria, suggesting a role in that pathway. However, a phylogenetic profiling study associates members of this family with the presence of a palindromic signal with consensus acaCwAtATaTwGtgt, termed the NrdR-box, an upstream element for most operons for ribonucleotide reductase of all three classes in bacterial genomes."
TIGR00916	48.37105265	-0.362040019	0.223094632	-1.622809194	0.1046302	0.243425362	Protein fate	Protein and peptide secretion and trafficking	2A0604s01	"protein-export membrane protein, SecD/SecF family"	NA	NA	"The SecA,SecB,SecD,SecE,SecF,SecG and SecY proteins form the protein translocation appartus in prokaryotes. This family is specific for the SecD and SecF proteins."
TIGR00357	78.98372151	-0.293010974	0.180836724	-1.620306804	0.105166388	0.244174506	Protein fate	Protein modification and repair	TIGR00357	methionine-R-sulfoxide reductase	msrB	1.8.4.-	"This HMM describes a domain found in PilB, a protein important for pilin expression, N-terminal to a domain coextensive to with the known peptide methionine sulfoxide reductase (MsrA), a protein repair enzyme, of E. coli. Among the early completed genomes, this module is found if and only if MsrA is also found, whether N-terminal to MsrA (as for Helicobacter pylori), C-terminal (as for Treponema pallidum), or in a separate polypeptide. Although the function of this region is not clear, an auxiliary function to MsrA is suggested."
TIGR01127	19.03838453	0.466070242	0.288837349	1.613607949	0.106612491	0.246028826	Amino acid biosynthesis	Pyruvate family	ilvA_1Cterm	"threonine ammonia-lyase, medium form"	ilvA	4.3.1.19	A form of threonine dehydratase with two copies of the C-terminal domain Pfam:PF00585 is described by TIGR01124. This model describes a phylogenetically distinct form with a single copy of
TIGR00081	29.41008692	0.411731044	0.254899278	1.615269559	0.106252333	0.246028826	"Purines, pyrimidines, nucleosides, and nucleotides"	Purine ribonucleotide biosynthesis	purC	phosphoribosylaminoimidazole-succinocarboxamide synthase	purC	6.3.2.6	Alternate name: SAICAR synthetase purine de novo biosynthesis. E.coli example noted as homotrimer. Check length. Longer versions may be multifunctional enzymes.
TIGR00113	30.55292963	-0.666047126	0.41270827	-1.613844873	0.106561078	0.246028826	Protein synthesis	tRNA and rRNA base modification	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	queA	2.4.99.17	"This model describes the enzyme for S-adenosylmethionine:tRNA ribosyltransferase-isomerase (QueA). QueA synthesizes Queuosine which is usually in the first position of the anticodon of tRNAs specific for asparagine, aspartate, histidine, and tyrosine."
TIGR00515	49.10810469	0.318875172	0.198643389	1.605264458	0.108435617	0.249730513	Fatty acid and phospholipid metabolism	Biosynthesis	accD	"acetyl-CoA carboxylase, carboxyl transferase, beta subunit"	accD	6.4.1.2	"The enzyme acetyl-CoA carboxylase contains a biotin carboxyl carrier protein or domain, a biotin carboxylase, and a carboxyl transferase. This model represents the beta chain of the carboxyl transferase for cases in which the architecture of the protein is as in E. coli, in which the carboxyltransferase portion consists of two non-identical subnits, alpha and beta."
